Year,Month,Vihiga,Kericho,Bomet,Tharaka,Kisumu,Nyamira,Siaya,Trans_Nzoia,Homa_Bay,Mandera,Keiyo_Marakwet,Nakuru,Lamu,Tana_River,Turkana,Marsabit,Nandi,Wajir,Embu,Kwale,Kitui,Isiolo,Garissa,Kisii,Busia,Kiambu,Murang_a,Uasin_Gishu,Samburu,Nyandarua,Migori,Kilifi,Baringo,West_Pokot,Bungoma,Kakamega,Kirinyaga,Taita_Taveta,Meru,Nairobi,Laikipia,Narok,Nyeri,Makueni,Mombasa,Kajiado,Machakos
2015,1,1114.0929243823546,338.79027861405325,385.4220978806266,153.71498921980455,523.7396633582541,755.055728968406,385.17468670382584,397.49802312879484,351.71302309107693,65.85433643045666,149.07871934306053,266.43133768828557,16.639167665207285,7.582460776526697,15.44572613576707,4.594784191912883,323.75281635724883,19.534348196142382,205.52665729420443,87.10558618454887,37.01616773464951,6.091349203168457,22.938499489681423,972.3577132323161,498.8599385078949,690.6969733959512,405.2160954673335,330.13654168552,12.84693045995978,205.77073648478662,398.3048428438888,99.37176964282261,61.58454165619622,68.20274986726878,518.0304782490415,632.5434991727926,385.6639605061661,20.032676114644033,217.4537141577973,5516.643614800837,48.82100161005781,59.19051472177747,223.71972242870703,121.77340478003299,4272.483783437538,36.77603200897397,198.17428964218516
2020,1,1212.9947536870977,388.3266076022873,441.9594726813847,162.9815759941698,559.1493758038984,805.7349009705442,411.124347376078,455.86843862719604,375.26008929930333,97.66809500504296,170.99762557595147,305.57283164700414,18.462578865610936,8.615702946245523,17.730169083802725,4.894274729174277,370.79029378978953,28.95400247799805,217.86701884451148,96.5292911791326,39.24834006861401,6.518968950224658,33.94649837402753,1037.5327492213767,543.2877899198817,720.9374368196064,421.39703969948187,378.4598711314885,14.730340833365437,215.6735485505633,425.28820070418277,110.12720447346005,70.6407866686947,78.33628552274688,564.3824163882059,688.7642761981871,401.0902158797575,22.17417986321097,230.61818984596914,6390.264343111864,55.904987851336145,67.84360148381744,232.74505724332954,129.13000515902883,4734.913794447788,42.18610166662117,210.39479165652307
